Year,State,Type of Producer,Energy Source,Megawatthours
1990,IN,"Electric Generators, Electric Utilities",Petroleum,673984.0
1990,IN,"Combined Heat and Power, Industrial Power",Total,3555176.0
1990,IN,"Combined Heat and Power, Industrial Power",Coal,831188.0
1990,IN,"Combined Heat and Power, Industrial Power",Natural Gas,855943.0
1990,IN,"Combined Heat and Power, Industrial Power",Other Gases,1674549.0
1990,IN,"Combined Heat and Power, Industrial Power",Petroleum,193496.0
1990,IN,"Combined Heat and Power, Commercial Power",Total,123443.0
1990,IN,"Combined Heat and Power, Commercial Power",Coal,81494.0
1990,IN,"Combined Heat and Power, Commercial Power",Natural Gas,4274.0
1990,IN,"Combined Heat and Power, Commercial Power",Other Biomass,37117.0
1990,IN,"Combined Heat and Power, Commercial Power",Petroleum,558.0
1990,KS,Total Electric Power Industry,Total,34184857.0
1990,KS,Total Electric Power Industry,Coal,23720258.0
1990,KS,Total Electric Power Industry,Hydroelectric Conventional,13234.0
1990,KS,Total Electric Power Industry,Natural Gas,2502807.0
1990,KS,Total Electric Power Industry,Nuclear,7874487.0
1990,KS,Total Electric Power Industry,Petroleum,74026.0
1990,KS,Total Electric Power Industry,Wind,45.0
1990,KS,"Electric Generators, Independent Power Producers",Total,1465.0
1990,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1465.0
1990,KS,"Electric Generators, Electric Utilities",Total,33868644.0
1990,KS,"Electric Generators, Electric Utilities",Coal,23720258.0
1990,KS,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11769.0
1990,KS,"Electric Generators, Electric Utilities",Natural Gas,2196341.0
1990,KS,"Electric Generators, Electric Utilities",Nuclear,7874487.0
1990,KS,"Electric Generators, Electric Utilities",Petroleum,65744.0
1990,KS,"Electric Generators, Electric Utilities",Wind,45.0
1990,KS,"Combined Heat and Power, Industrial Power",Total,314748.0
1990,KS,"Combined Heat and Power, Industrial Power",Natural Gas,306466.0
1990,KS,"Combined Heat and Power, Industrial Power",Petroleum,8282.0
1990,KY,Total Electric Power Industry,Total,73807286.0
1990,KY,Total Electric Power Industry,Coal,70500461.0
1990,KY,Total Electric Power Industry,Hydroelectric Conventional,3160383.0
1990,KY,Total Electric Power Industry,Natural Gas,27796.0
1990,KY,Total Electric Power Industry,Petroleum,118646.0
1990,KY,"Electric Generators, Electric Utilities",Total,73807286.0
1990,KY,"Electric Generators, Electric Utilities",Coal,70500461.0
1990,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3160383.0
1990,KY,"Electric Generators, Electric Utilities",Natural Gas,27796.0
1990,KY,"Electric Generators, Electric Utilities",Petroleum,118646.0
1990,LA,Total Electric Power Industry,Total,76465630.0
1990,LA,Total Electric Power Industry,Coal,17856687.0
1990,LA,Total Electric Power Industry,Hydroelectric Conventional,656492.0
1990,LA,Total Electric Power Industry,Natural Gas,39474866.0
1990,LA,Total Electric Power Industry,Nuclear,14196784.0
1990,LA,Total Electric Power Industry,Other,1292819.0
1990,LA,Total Electric Power Industry,Other Biomass,91646.0
1990,LA,Total Electric Power Industry,Other Gases,440700.0
1990,LA,Total Electric Power Industry,Petroleum,232098.0
1990,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2223538.0
1990,LA,"Electric Generators, Independent Power Producers",Total,865775.0
1990,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,656492.0
1990,LA,"Electric Generators, Independent Power Producers",Natural Gas,28014.0
1990,LA,"Electric Generators, Independent Power Producers",Other Biomass,91646.0
1990,LA,"Electric Generators, Independent Power Producers",Petroleum,89623.0
1990,LA,"Electric Generators, Electric Utilities",Total,58168408.0
1990,LA,"Electric Generators, Electric Utilities",Coal,17800084.0
1990,LA,"Electric Generators, Electric Utilities",Natural Gas,26041280.0
1990,LA,"Electric Generators, Electric Utilities",Nuclear,14196784.0
1990,LA,"Electric Generators, Electric Utilities",Petroleum,130260.0
1990,LA,"Combined Heat and Power, Industrial Power",Total,15797113.0
1990,LA,"Combined Heat and Power, Industrial Power",Coal,56603.0
1990,LA,"Combined Heat and Power, Industrial Power",Natural Gas,11771238.0
1990,LA,"Combined Heat and Power, Industrial Power",Other,1292819.0
1990,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
1990,LA,"Combined Heat and Power, Industrial Power",Other Gases,440700.0
1990,LA,"Combined Heat and Power, Industrial Power",Petroleum,12215.0
1990,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2223538.0
1990,LA,"Combined Heat and Power, Electric Power",Total,1603665.0
1990,LA,"Combined Heat and Power, Electric Power",Natural Gas,1603665.0
1990,LA,"Combined Heat and Power, Electric Power",Petroleum,0.0
1990,LA,"Combined Heat and Power, Commercial Power",Total,30669.0
1990,LA,"Combined Heat and Power, Commercial Power",Natural Gas,30669.0
1990,MA,Total Electric Power Industry,Total,39811011.0
1990,MA,Total Electric Power Industry,Coal,11365893.0
1990,MA,Total Electric Power Industry,Hydroelectric Conventional,1249242.0
1990,MA,Total Electric Power Industry,Natural Gas,6132702.0
1990,MA,Total Electric Power Industry,Nuclear,5069620.0
1990,MA,Total Electric Power Industry,Other Biomass,1560515.0
1990,MA,Total Electric Power Industry,Other Gases,830.0
1990,MA,Total Electric Power Industry,Petroleum,15101792.0
1990,MA,Total Electric Power Industry,Pumped Storage,-669583.0
1990,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
1990,MA,"Electric Generators, Independent Power Producers",Total,1729309.0
1990,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,268881.0
1990,MA,"Electric Generators, Independent Power Producers",Natural Gas,6403.0
1990,MA,"Electric Generators, Independent Power Producers",Other Biomass,1445924.0
1990,MA,"Electric Generators, Independent Power Producers",Petroleum,8101.0
1990,MA,"Electric Generators, Electric Utilities",Total,36478610.0
1990,MA,"Electric Generators, Electric Utilities",Coal,11273069.0
1990,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,969108.0
1990,MA,"Electric Generators, Electric Utilities",Natural Gas,5279993.0
1990,MA,"Electric Generators, Electric Utilities",Nuclear,5069620.0
1990,MA,"Electric Generators, Electric Utilities",Petroleum,14556403.0
1990,MA,"Electric Generators, Electric Utilities",Pumped Storage,-669583.0
1990,MA,"Combined Heat and Power, Industrial Power",Total,546661.0
1990,MA,"Combined Heat and Power, Industrial Power",Coal,39187.0
1990,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,11253.0
1990,MA,"Combined Heat and Power, Industrial Power",Natural Gas,240711.0
1990,MA,"Combined Heat and Power, Industrial Power",Other Biomass,69738.0
1990,MA,"Combined Heat and Power, Industrial Power",Petroleum,185772.0
1990,MA,"Combined Heat and Power, Electric Power",Total,750576.0
1990,MA,"Combined Heat and Power, Electric Power",Coal,53637.0
1990,MA,"Combined Heat and Power, Electric Power",Natural Gas,592055.0
1990,MA,"Combined Heat and Power, Electric Power",Other Biomass,44845.0
1990,MA,"Combined Heat and Power, Electric Power",Other Gases,830.0
1990,MA,"Combined Heat and Power, Electric Power",Petroleum,59209.0
1990,MA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0.0
1990,MA,"Combined Heat and Power, Commercial Power",Total,305855.0
1990,MA,"Combined Heat and Power, Commercial Power",Natural Gas,13540.0
1990,MA,"Combined Heat and Power, Commercial Power",Other Biomass,8.0
1990,MA,"Combined Heat and Power, Commercial Power",Petroleum,292307.0
1990,MD,Total Electric Power Industry,Total,33162292.0
1990,MD,Total Electric Power Industry,Coal,23509862.0
1990,MD,Total Electric Power Industry,Hydroelectric Conventional,2298910.0
1990,MD,Total Electric Power Industry,Natural Gas,1522443.0
1990,MD,Total Electric Power Industry,Nuclear,1251416.0
1990,MD,Total Electric Power Industry,Other Biomass,371074.0
1990,MD,Total Electric Power Industry,Other Gases,488197.0
1990,MD,Total Electric Power Industry,Petroleum,3571272.0
1990,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,149118.0
1990,MD,"Electric Generators, Independent Power Producers",Total,19857.0
1990,MD,"Electric Generators, Independent Power Producers",Other Biomass,19857.0
1990,MD,"Electric Generators, Electric Utilities",Total,31497406.0
1990,MD,"Electric Generators, Electric Utilities",Coal,23299412.0
1990,MD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2298910.0
1990,MD,"Electric Generators, Electric Utilities",Natural Gas,1319588.0
1990,MD,"Electric Generators, Electric Utilities",Nuclear,1251416.0
1990,MD,"Electric Generators, Electric Utilities",Other Biomass,0.0
1990,MD,"Electric Generators, Electric Utilities",Petroleum,3328080.0
1990,MD,"Combined Heat and Power, Industrial Power",Total,347398.0
1990,MD,"Combined Heat and Power, Industrial Power",Coal,183267.0
1990,MD,"Combined Heat and Power, Industrial Power",Natural Gas,28381.0
1990,MD,"Combined Heat and Power, Industrial Power",Petroleum,4102.0
1990,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,131648.0
1990,MD,"Combined Heat and Power, Electric Power",Total,1227014.0
1990,MD,"Combined Heat and Power, Electric Power",Natural Gas,174474.0
1990,MD,"Combined Heat and Power, Electric Power",Other Biomass,334824.0
1990,MD,"Combined Heat and Power, Electric Power",Other Gases,488197.0
1990,MD,"Combined Heat and Power, Electric Power",Petroleum,229519.0
1990,MD,"Combined Heat and Power, Commercial Power",Total,70617.0
1990,MD,"Combined Heat and Power, Commercial Power",Coal,27183.0
1990,MD,"Combined Heat and Power, Commercial Power",Other Biomass,16393.0
1990,MD,"Combined Heat and Power, Commercial Power",Petroleum,9571.0
1990,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,17470.0
1990,ME,Total Electric Power Industry,Total,15946014.0
1990,ME,Total Electric Power Industry,Coal,453218.0
1990,ME,Total Electric Power Industry,Hydroelectric Conventional,4090536.0
1990,ME,Total Electric Power Industry,Natural Gas,50786.0
1990,ME,Total Electric Power Industry,Nuclear,4860727.0
1990,ME,Total Electric Power Industry,Other Biomass,360798.0
1990,ME,Total Electric Power Industry,Petroleum,3081100.0
1990,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3048849.0
1990,ME,"Electric Generators, Independent Power Producers",Total,1880019.0
1990,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,636300.0
1990,ME,"Electric Generators, Independent Power Producers",Natural Gas,13277.0
1990,ME,"Electric Generators, Independent Power Producers",Other Biomass,195063.0
1990,ME,"Electric Generators, Independent Power Producers",Petroleum,1738.0
1990,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1033641.0
1990,ME,"Electric Generators, Electric Utilities",Total,9063595.0
1990,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2110064.0
1990,ME,"Electric Generators, Electric Utilities",Nuclear,4860727.0
1990,ME,"Electric Generators, Electric Utilities",Petroleum,2092804.0
1990,ME,"Combined Heat and Power, Industrial Power",Total,4361911.0
1990,ME,"Combined Heat and Power, Industrial Power",Coal,186945.0
1990,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1344172.0
1990,ME,"Combined Heat and Power, Industrial Power",Natural Gas,37509.0
1990,ME,"Combined Heat and Power, Industrial Power",Other Biomass,29649.0
1990,ME,"Combined Heat and Power, Industrial Power",Petroleum,975643.0
1990,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1787993.0
1990,ME,"Combined Heat and Power, Electric Power",Total,473221.0
1990,ME,"Combined Heat and Power, Electric Power",Coal,266273.0
1990,ME,"Combined Heat and Power, Electric Power",Petroleum,8768.0
1990,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,198180.0
1990,ME,"Combined Heat and Power, Commercial Power",Total,167268.0
1990,ME,"Combined Heat and Power, Commercial Power",Coal,0.0
1990,ME,"Combined Heat and Power, Commercial Power",Other Biomass,136086.0
1990,ME,"Combined Heat and Power, Commercial Power",Petroleum,2147.0
1990,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,29035.0
1990,MI,Total Electric Power Industry,Total,100059737.0
1990,MI,Total Electric Power Industry,Coal,67066870.0
1990,MI,Total Electric Power Industry,Hydroelectric Conventional,1627918.0
1990,MI,Total Electric Power Industry,Natural Gas,7837956.0
1990,MI,Total Electric Power Industry,Nuclear,21610500.0
1990,MI,Total Electric Power Industry,Other Biomass,310842.0
1990,MI,Total Electric Power Industry,Other Gases,340949.0
1990,MI,Total Electric Power Industry,Petroleum,861725.0
1990,MI,Total Electric Power Industry,Pumped Storage,-694986.0
1990,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1097963.0
1990,MI,"Electric Generators, Independent Power Producers",Total,638997.0
1990,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,111986.0
1990,MI,"Electric Generators, Independent Power Producers",Natural Gas,4014.0
1990,MI,"Electric Generators, Independent Power Producers",Other Biomass,135097.0
1990,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,387900.0
1990,MI,"Electric Generators, Electric Utilities",Total,89058681.0
1990,MI,"Electric Generators, Electric Utilities",Coal,65295742.0
1990,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1492822.0
1990,MI,"Electric Generators, Electric Utilities",Natural Gas,665142.0
1990,MI,"Electric Generators, Electric Utilities",Nuclear,21610500.0
1990,MI,"Electric Generators, Electric Utilities",Petroleum,689461.0
1990,MI,"Electric Generators, Electric Utilities",Pumped Storage,-694986.0
1990,MI,"Combined Heat and Power, Industrial Power",Total,3597090.0
1990,MI,"Combined Heat and Power, Industrial Power",Coal,1378933.0
1990,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,23110.0
1990,MI,"Combined Heat and Power, Industrial Power",Natural Gas,978650.0
1990,MI,"Combined Heat and Power, Industrial Power",Other Biomass,1436.0
1990,MI,"Combined Heat and Power, Industrial Power",Other Gases,340949.0
1990,MI,"Combined Heat and Power, Industrial Power",Petroleum,169150.0
1990,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,704862.0
1990,MI,"Combined Heat and Power, Electric Power",Total,6353648.0
1990,MI,"Combined Heat and Power, Electric Power",Coal,186085.0
1990,MI,"Combined Heat and Power, Electric Power",Natural Gas,6162052.0
1990,MI,"Combined Heat and Power, Electric Power",Petroleum,310.0
1990,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,5201.0
1990,MI,"Combined Heat and Power, Commercial Power",Total,411321.0
1990,MI,"Combined Heat and Power, Commercial Power",Coal,206110.0
1990,MI,"Combined Heat and Power, Commercial Power",Natural Gas,28098.0
1990,MI,"Combined Heat and Power, Commercial Power",Other Biomass,174309.0
1990,MI,"Combined Heat and Power, Commercial Power",Petroleum,2804.0
1990,MN,Total Electric Power Industry,Total,43070376.0
1990,MN,Total Electric Power Industry,Coal,28176280.0
1990,MN,Total Electric Power Industry,Hydroelectric Conventional,857046.0
1990,MN,Total Electric Power Industry,Natural Gas,539839.0
1990,MN,Total Electric Power Industry,Nuclear,12139302.0
1990,MN,Total Electric Power Industry,Other Biomass,484811.0
1990,MN,Total Electric Power Industry,Petroleum,447814.0
1990,MN,Total Electric Power Industry,Wind,266.0
1990,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,425018.0
1990,MN,"Electric Generators, Independent Power Producers",Total,239507.0
1990,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27794.0
